P46478	AAEX_ECOLI	86862369; 93778743; 947751	NP_417709.2; WP_000051841.1	808715592; 731472150; 808702502; 87082234; 802136563; 808706871; 90111562; 606181; 991974323; 827618965; 808737145; 808724376; 445973986; 808711228; 808732697; 83300263; 827623262; 85676035; 991979845; 808720015		GO:0005886	UniRef100_P46478	UniRef90_P46478	UniRef50_P46478	UPI00005EE28B	D65116	83333			9278503; 16738553; 15489430	U18997; U00096; AP009048	AAA58044.1; AAC76274.2; BAE77285.1				
P31119	AAS_ECOLI	947315	NP_417313.1; WP_000899054.1	290403; 882729; 802136190; 808723388; 48429372; 85675652; 991978198; 446821798; 1789201; 808701511; 808710243; 991972700; 827619286; 827622941; 808705884; 808719017; 808714606; 16130740; 2506182; 731471757; 808736134; 808731704		GO:0016020; GO:0005886; GO:0008779; GO:0005524; GO:0008922; GO:0004467; GO:0044325; GO:0006631; GO:0008654	UniRef100_P31119	UniRef90_P31119	UniRef50_P31119	UPI00001250CC	E65066	83333			8300626; 9278503; 16738553; 12664169; 1649829; 9515909	L14681; U29581; U00096; AP009048; AY625100	AAA17550.1; AAB40483.1; AAC75875.1; BAE76905.1; AAT42454.1				39173951; 15690043; 16606699; 31042483
P00509	AAT_ECOLI	93776486; 945553	NP_415448.1; WP_000462687.1	157829770; 157833844; 157829971; 449802473; 157830053; 55669976; 161761036; 1127193; 449802469; 449802464; 55669978; 16128895; 1127183; 55669974; 1311170; 157879765; 640146; 119389135; 493836; 499141962; 71041928; 119389153; 640142; 493832; 12084333; 157830057; 640143; 493833; 1651449; 449802465; 55669975; 11513365; 112989; 157830058; 5107515; 119389134; 71041932; 119389132; 340707903; 157830056; 11513598; 1127188; 991976395; 1127186; 157829774; 808721585; 808717215; 157829973; 449802471; 808704060; 808729906; 991970892; 1311171; 5107514; 640144; 493834; 157830041; 731473900; 1127182; 365813380; 157834324; 1311174; 119389130; 449802462; 12084330; 827617256; 12084331; 1127192; 446384832; 71041931; 71041930; 55669979; 340707902; 1127184; 119389133; 1787159; 449802468; 449802467; 71041929; 7245555; 157834524; 157836758; 449802475; 157829972; 157830055; 1311172; 808708438; 640141; 71041927; 158430125; 493831; 808712805; 11513367; 55669977; 449802474; 5107512; 157830054; 55669973; 1127191; 449802463; 12084332; 5107513; 157830052; 365813381; 640145; 493835; 1311169; 808699687; 449802472; 499141963; 161761035; 119389152; 802134481; 11514273; 119389131; 365813390; 21730350; 21730349; 827621432; 9257157; 158429664; 21730351; 1127185; 1311173; 808734315; 161761034; 7245554; 449802466; 1127190; 427930802; 11514255; 11513597; 157830042; 9257158; 449802470	1AAM:A; 1AAW:A; 1AHE:A; 1AHE:B; 1AHF:A; 1AHF:B; 1AHG:A; 1AHG:B; 1AHX:A; 1AHX:B; 1AHY:A; 1AHY:B; 1AIA:A; 1AIA:B; 1AIB:A; 1AIB:B; 1AIC:A; 1AIC:B; 1AMQ:A; 1AMR:A; 1AMS:A; 1ARG:A; 1ARG:B; 1ARH:A; 1ARH:B; 1ARI:A; 1ARI:B; 1ARS:A; 1ART:A; 1ASA:A; 1ASB:A; 1ASC:A; 1ASD:A; 1ASE:A; 1ASF:A; 1ASG:A; 1ASL:A; 1ASL:B; 1ASM:A; 1ASM:B; 1ASN:A; 1ASN:B; 1B4X:A; 1BQA:A; 1BQA:B; 1BQD:A; 1BQD:B; 1C9C:A; 1CQ6:A; 1CQ7:A; 1CQ8:A; 1CZC:A; 1CZE:A; 1G4V:A; 1G4X:A; 1G7W:A; 1G7X:A; 1IX6:A; 1IX7:A; 1IX8:A; 1QIR:A; 1QIS:A; 1QIT:A; 1SPA:A; 1TOE:A; 1TOG:A; 1TOG:B; 1TOI:A; 1TOJ:A; 1TOK:A; 1TOK:B; 1X28:A; 1X28:B; 1X29:A; 1X29:B; 1X2A:A; 1X2A:B; 1YOO:A; 2AAT:A; 2D5Y:A; 2D61:A; 2D63:A; 2D64:A; 2D65:A; 2D66:A; 2D7Y:A; 2D7Z:A; 2Q7W:A; 2QA3:A; 2QB2:A; 2QB3:A; 2QBT:A; 3AAT:A; 3QN6:A; 3QPG:A; 3ZZJ:A; 3ZZK:A; 4A00:A; 4DBC:A; 4F5F:A; 4F5F:B; 4F5G:A; 4F5G:B; 4F5H:A; 4F5H:B; 4F5I:A; 4F5I:B; 4F5J:A; 4F5J:B; 4F5K:A; 4F5K:B; 4F5L:A; 4F5L:B; 4F5M:A; 4F5M:B; 5EAA:A; 5T4L:A; 5VWQ:A; 5VWQ:D; 5VWQ:G; 5VWQ:J; 5VWR:A; 8E9C:A; 8E9C:B; 8E9D:A; 8E9D:B; 8E9J:A; 8E9J:B; 8E9K:A; 8E9K:B; 8E9L:A; 8E9L:B; 8E9M:A; 8E9M:B; 8E9N:A; 8E9N:B; 8E9O:A; 8E9O:B; 8E9P:A; 8E9P:B; 8E9Q:A; 8E9Q:B; 8E9R:A; 8E9R:B; 8E9S:A; 8E9S:B; 8E9T:A; 8E9T:B; 8E9U:A; 8E9U:B; 8E9V:A; 8E9V:B	GO:0005737; GO:0005829; GO:0042802; GO:0004069; GO:0004838; GO:0042803; GO:0030170; GO:0009094; GO:0033585	UniRef100_P00509	UniRef90_P00509	UniRef50_P00509	UPI000011044B	A00598	83333			6378205; 3897210; 3521591; 3298240; 8905232; 9278503; 16738553; 9298646; 1868057; 2007566; 9298644; 10556573; 25561288; 2513875; 1993208; 9891001; 11148029; 17713924	X03629; X05904; U00096; AP009048	CAA27279.1; CAA29333.1; AAC74014.1; BAA35674.1				11736651; 17425331; 17441730; 18781696; 387032; 10708649; 10731702; 10858450; 12488449; 15461450; 15938611; 1610831; 21627105; 22138634; 22551424; 23396064; 28348215; 28816437; 37770431; 7556224; 7664122; 7798192; 7819232; 7851426; 7896726; 7909946; 8196059; 9893985; 16606699; 16858726; 24561554
P77674	ABDH_ECOLI	945876	NP_415961.1; WP_001163872.1	55670703; 808700191; 1742352; 991971377; 808713289; 827621839; 827616849; 3183252; 1787715; 55670695; 16129403; 55670696; 808730391; 55670694; 808734802; 808704566; 731470361; 55670705; 55670704; 55670706; 802134935; 808717701; 55670693; 991976878; 808722071; 447086616; 808708936	1WNB:A; 1WNB:B; 1WNB:C; 1WNB:D; 1WND:A; 1WND:B; 1WND:C; 1WND:D	GO:0005829; GO:0032991; GO:0004029; GO:0019145; GO:0042802; GO:0051287; GO:0019477; GO:0051289; GO:0009447	UniRef100_P77674	UniRef90_P77674	UniRef50_P77674	UPI000013A930	G64896	83333			9097039; 9278503; 16738553; 3510672; 16023116; 22636776; 28522202; 30498244; 15381418	U00096; AP009048	AAC74526.1; BAA15073.1				16606699
P77357	ABGA_ECOLI	945742	NP_415854.4; WP_000444929.1	90111252; 808730290; 85674912; 991971275; 808713189; 808704466; 991976777; 808721970; 87081880; 12644344; 808734701; 731470264; 802134863; 446367074; 808708836; 808700091; 827616927; 808717600; 827621761		GO:1902494; GO:0005737; GO:0016805; GO:0071713; GO:0046982; GO:0046657	UniRef100_P77357	UniRef90_P77357	UniRef50_P77357	UPI0000125136	E64883	83333			9097039; 9278503; 16738553; 20190044; 9829935; 17307853	U00096; AP009048	AAC74420.2; BAA14940.2				24561554
P76052	ABGB_ECOLI	945950	NP_415853.1; WP_001156451.1	808704465; 447079195; 85674911; 808721969; 808730289; 827616928; 808713188; 731470263; 808734700; 1787598; 16129298; 991976776; 808708835; 12229642; 808700090; 808717599; 802134862; 991971274; 827621760		GO:1902494; GO:0005737; GO:0016805; GO:0071713; GO:0046982; GO:0046657	UniRef100_P76052	UniRef90_P76052	UniRef50_P76052	UPI0000125138	D64883	83333			9278503; 16738553; 20190044; 9829935; 17307853	U00096; AP009048	AAC74419.1; BAE76404.1				16606699
P77744	ABGR_ECOLI	945831	NP_415855.1; WP_000885458.1	1742206; 446808202; 808704467; 802134864; 808734702; 827621762; 1787601; 991976778; 808717601; 808700092; 808708837; 731470265; 827616926; 808730291; 991971276; 808713190; 16129300; 3025116; 808721971		GO:0003700; GO:0000976; GO:0006355	UniRef100_P77744	UniRef90_P77744	UniRef50_P77744	UPI0000125139	F64883	83333			9097039; 9278503; 16738553; 9829935	U00096; AP009048	AAC74421.1; BAA14941.1				16606699
P46133	ABGT_ECOLI	945912	NP_415852.2; WP_000062973.1	802134861; 808717597; 2506659; 731470262; 445985118; 90111251; 166215072; 808713186; 808734698; 85674910; 808708833; 808730287; 827616929; 827621759; 808700088; 808704463; 87081879; 808721967		GO:0005886; GO:0015558; GO:0015291; GO:0015293; GO:0006865; GO:1902604; GO:0015814	UniRef100_P46133	UniRef90_P46133	UniRef50_P46133	UPI000016EF64	C64883	83333			9829935; 9097039; 9278503; 16738553; 2825131; 7567469; 15919996; 17307853; 20190044	U00096; AP009048; Y00495	AAC74418.2; BAA14929.2; -				15690043
P52127	ABPA_ECOLI	947110	NP_417117.1; WP_000445380.1	808718830; 1033123; 1788981; 808705698; 85675491; 808701324; 808731518; 808710058; 991978009; 802136007; 446367525; 991972510; 731471561; 16130546; 808735947; 808714420; 1723624; 808723202; 939732055	8ZUE:A	GO:0004518; GO:0051607	UniRef100_P52127	UniRef90_P52127	UniRef50_P52127	UPI000013AECA	T08640	83333			9278503; 16738553; 25224971	U36840; U00096; AP009048	AAA79797.1; AAC75676.1; BAE76763.1				16606699
P52126	ABPB_ECOLI	947111	NP_417116.1; WP_000136402.1	16130545; 808718829; 808735946; 939732054; 991978008; 808701323; 991972509; 802136006; 808714419; 731471560; 808705697; 1033122; 446058547; 85675490; 808731517; 808710057; 808723201; 1723623; 1788980	8ZUE:B	GO:0005524; GO:0004386; GO:0016787; GO:0003676; GO:0051607; GO:0010212	UniRef100_P52126	UniRef90_P52126	UniRef50_P52126	UPI000013AEC9	T08639	83333			9278503; 16738553; 25224971; 24596148	U36840; U00096; AP009048	AAA79796.1; AAC75675.1; BAE76762.1				15690043; 16606699; 24561554
P75747	ABRB_ECOLI	945321	NP_415243.4; WP_001336221.1	808717009; 808703854; 827617439; 85674745; 991976028; 827621249; 9911062; 808734111; 731473673; 808729700; 808712599; 808708233; 991970686; 485703230; 808721379; 808699483; 87081776; 90111163		GO:0005886; GO:0010468	UniRef100_P75747	UniRef90_P75747	UniRef50_P75747	UPI0000125161	B64807	83333			8905232; 9278503; 16738553; 8002588; 15919996	U00096; AP009048	AAC73809.2; BAA35379.2				
P67603	AC4CH_ECOLI	75173001; 947380	NP_417376.1; WP_001182957.1	808710302; 991978257; 802136245; 447105701; 16130802; 939732098; 939732961; 58176790; 808701570; 808714665; 54042983; 1789267; 991972758; 808719076; 808723447; 85675712; 808705943; 731471815; 808731763; 808736194	1TE7:A	GO:0005829; GO:0016813; GO:0106251; GO:0046135	UniRef100_P67603	UniRef90_P67603	UniRef50_P67603	UPI000013BEF8	D65074	83333			9278503; 16738553; 31964920; 15969587	U28375; U00096; AP009048	AAA83081.1; AAC75938.1; BAE76965.1				16606699
P0ABD5	ACCA_ECOLI	86945115; 944895	NP_414727.1; WP_000055741.1	827620849; 808703351; 1785841; 827617832; 85674373; 808707731; 991970230; 445977886; 808712090; 1786382; 808729193; 2285882; 147322; 808733605; 122920145; 78099211; 991975531; 808716503; 731470751; 808698980; 16128178; 808720872	2F9Y:A; 8UXZ:A; 8UXZ:E; 8UZ2:A; 8UZ2:E	GO:0009329; GO:0009317; GO:0005737; GO:0005829; GO:0003989; GO:0005524; GO:0016743; GO:0042802; GO:0006633; GO:0042759; GO:2001295	UniRef100_P0ABD5	UniRef90_P0ABD5	UniRef50_P0ABD5	UPI000016396D	A43452	83333			1355089; 9339543; 9278503; 16738553; 9226257; 3316192; 9298646; 15066985; 16460018	M96394; D49445; U70214; U00096; AP009048; D87518; M19334	AAA70370.1; BAA08425.1; AAB08614.1; AAC73296.1; BAA77860.2; BAA21655.1; -				15690043; 16606699; 19440203; 23582331; 24561554; 24627523
P24182	ACCC_ECOLI	93778731; 947761	NP_417722.1; WP_000884639.1	16131144; 110590389; 991978590; 237823471; 224510927; 224510928; 1127198; 808710622; 198443115; 237823476; 808714990; 808706268; 259663161; 237823462; 198443114; 300628352; 262368121; 9257123; 220702201; 460417571; 808701893; 85676047; 333361542; 808732087; 237823469; 237823464; 731472163; 198443032; 300631864; 237823473; 262368119; 460417569; 9257126; 259467128; 224510926; 991973089; 110590391; 300537565; 220702203; 237823465; 333361531; 145896; 110590388; 300556139; 333361543; 446807383; 224510929; 198443033; 220702200; 237823472; 262368120; 300627116; 110590387; 460417572; 9257124; 808736525; 1127199; 220702202; 237823470; 262368122; 259474132; 237823466; 237823461; 827623274; 461457; 259425400; 9257125; 110590390; 237823467; 802136575; 259450426; 237823475; 808719400; 1789654; 259458478; 333361541; 237823468; 220702204; 300641007; 333361532; 237823463; 237823474; 808723770; 110590392; 606196; 220702205; 460417567	1BNC:A; 1BNC:B; 1DV1:A; 1DV1:B; 1DV2:A; 1DV2:B; 2GPS:A; 2GPS:B; 2GPW:A; 2GPW:B; 2GPW:C; 2GPW:D; 2J9G:A; 2J9G:B; 2V58:A; 2V58:B; 2V59:A; 2V59:B; 2V5A:A; 2V5A:B; 2VR1:A; 2VR1:B; 2W6M:A; 2W6M:B; 2W6N:A; 2W6N:B; 2W6O:A; 2W6O:C; 2W6P:A; 2W6P:B; 2W6Q:A; 2W6Q:B; 2W6Z:A; 2W6Z:B; 2W70:A; 2W70:B; 2W71:A; 2W71:C; 3G8C:A; 3G8C:B; 3G8D:A; 3G8D:B; 3JZF:A; 3JZF:B; 3JZI:A; 3JZI:B; 3RUP:A; 3RUP:B; 3RV3:A; 3RV3:B; 3RV4:A; 4HR7:A; 4HR7:C; 4HR7:E; 4HR7:F; 6OI9:A; 6OI9:B; 8UXZ:C; 8UXZ:G; 8UZ2:C; 8UZ2:G	GO:0009317; GO:0005737; GO:0005829; GO:0003989; GO:0005524; GO:0004075; GO:0046872; GO:0042803; GO:0006633; GO:2001295; GO:0045717	UniRef100_P24182	UniRef90_P24182	UniRef50_P24182	UPI000011098F	JS0632	83333			1682920; 1370469; 9278503; 16738553; 9298646; 2575489; 7915138; 10821865; 16793549; 19213731	M79446; M80458; M83198; U18997; U00096; AP009048; M32214	AAA23748.1; AAA23409.1; AAA23746.1; AAA58059.1; AAC76288.1; BAE77297.1; -				17056747; 22037404; 25157077; 27306110; 18725455; 19164768; 19413326; 19875284; 21592965; 23499019; 31306011; 15690043; 16606699; 24561554
P0A9Q5	ACCD_ECOLI	75172444; 75202601; 946796	NP_416819.1; WP_000118404.1	808714131; 808709770; 146008; 1799709; 13186196; 731471254; 808735649; 808731229; 446040549; 16130251; 808705409; 808718540; 146019; 802135736; 991977713; 122920146; 146364; 1788655; 808722912; 991972215; 827622535; 71152422; 808701035	2F9Y:B; 8UXZ:D; 8UXZ:H; 8UXZ:I; 8UZ2:D; 8UZ2:H; 8UZ2:I	GO:0009329; GO:0009317; GO:0005829; GO:0003989; GO:0005524; GO:0016743; GO:0003677; GO:0003729; GO:0008270; GO:0006633; GO:0042759; GO:2001295; GO:0017148	UniRef100_P0A9Q5	UniRef90_P0A9Q5	UniRef50_P0A9Q5	UPI00001251B5	B65004	83333			3040739; 3040734; 9205837; 9278503; 16738553; 7678242; 1886618; 1355086; 15066985; 19965770; 16460018	M32445; J02808; AH000881; U00096; AP009048; S53037	AAA23807.1; AAA23801.1; AAA23965.1; AAC75376.1; BAA16173.1; AAB24894.2				15690043; 16606699; 16858726; 19440203; 23582331; 24561554; 24627523
P77580	ACDH_ECOLI	93777104; 945008	NP_414885.1; WP_000044314.1	808712247; 808733761; 445966459; 991974891; 808699137; 808721028; 808729349; 85674493; 808707887; 1657547; 808716659; 16128336; 827617714; 1702885; 2498557; 808703508; 991970055; 1665750; 827620972; 731472410; 802133949; 1786547		GO:0008774; GO:0051287; GO:0019380	UniRef100_P77580	UniRef90_P77580	UniRef50_Q52060	UPI000012F0A2	G64762	83333			9098055; 9278503; 16738553; 16782065	D86239; Y09555; U73857; U00096; AP009048	BAA13056.1; CAA70751.1; AAB18075.1; AAC73454.1; BAE76133.1				16606699; 24561554
P0A9G6	ACEA_ECOLI	75204155; 948517	NP_418439.1; WP_000857856.1	40885; 15826516; 808728626; 15826514; 556177; 808698409; 808720303; 15826515; 85676767; 808732987; 40888; 446780600; 146443; 808702790; 71152424; 808715882; 396350; 827620366; 15826517; 991973811; 991979309; 827618311; 1790445; 16131841; 808707160; 808711519; 731472936	1IGW:A; 1IGW:B; 1IGW:C; 1IGW:D	GO:0005829; GO:0043169; GO:0004451; GO:0046872; GO:0006097; GO:0006099	UniRef100_P0A9G6	UniRef90_P0A9G6	UniRef50_P0A9G6	UPI0000052071	S05692	83333			3050899; 3060852; 3290857; 3049537; 8265357; 9278503; 16738553; 2836370; 3281659; 3276689; 3291954; 7826335; 15748982; 11526312	X12431; X07543; M22621; U00006; U00096; AP009048; M20714	CAA30974.1; CAA30416.1; AAC13650.1; AAC43109.1; AAC76985.1; BAE78017.1; AAA24009.1				10094700; 16606699; 16858726
P11071	ACEK_ECOLI	944797	NP_418440.1; WP_001137220.1	16131842; 808728627; 808698410; 827618310; 556178; 1790446; 808707161; 808715883; 146434; 808732988; 991973812; 808711520; 146501; 396351; 146444; 85676768; 827620367; 808702791; 12644117; 447059964; 991979310; 731472938; 808720304	6K5L:A; 6K5L:B	GO:0005737; GO:0008772; GO:0016208; GO:0005524; GO:0000287; GO:0030145; GO:0004721; GO:0004674; GO:0004722; GO:0006006; GO:0006097; GO:0006099	UniRef100_P11071	UniRef90_P51067	UniRef50_P51067	UPI000005E925	G65208	83333			2836370; 2826408; 8265357; 9278503; 16738553; 3049537; 1995429; 2557093; 11258918	M20714; M18974; U00006; U00096; AP009048; M22621; M63497	AAA24010.1; AAA24007.1; AAC43110.1; AAC76986.1; BAE78018.1; AAC13651.1; AAA73005.1				19923739; 21870819; 31235769; 16606699; 24561554
P0CK95	ACFD_ECOLI	2847716	WP_001034469.1; YP_026189.1	808710366; 808701635; 808731829; 991972824; 325529881; 446957213; 808706009; 882503; 49176293; 808736260; 85675781; 731471887; 827623043; 808714731; 808719142; 808723512; 882502; 18139883; 827619184; 991978324; 48994912		GO:0005886; GO:0044325	UniRef100_P0CK95	UniRef90_P0CK95	UniRef50_P0CK95	UPI00003B25F4		83333			9278503; 16397293; 16738553	U28377; U28377; U00096; AP009048; AF426313	AAA69141.1; AAA69140.1; AAT48156.1; BAE77034.1; AAL60194.1				24478067; 24809621; 25789808; 27598999; 28212863; 29891541; 34490144; 12192075
